disease,symptom
lazy eye (amblyopia),abnormal results of vision screening tests
influenza (flu),fever
influenza (flu),aching muscles
influenza (flu),chills and sweats
influenza (flu),headache
influenza (flu),"dry, persistent cough"
influenza (flu),shortness of breath
influenza (flu),tiredness and weakness
influenza (flu),runny or stuffy nose
influenza (flu),sore throat
influenza (flu),eye pain
influenza (flu),"vomiting and diarrhea, but this is more common in children than adults"
retinal diseases,seeing floating specks or cobwebs
retinal diseases,blurred or distorted (straight lines look wavy) vision
retinal diseases,defects in the side vision
retinal diseases,lost vision
neuroblastoma,abdominal pain
neuroblastoma,a mass under the skin that isn't tender when touched
neuroblastoma,"changes in bowel habits, such as diarrhea or constipation"
neuroblastoma,wheezing
neuroblastoma,chest pain
neuroblastoma,"changes to the eyes, including drooping eyelids and unequal pupil size"
neuroblastoma,lumps of tissue under the skin
neuroblastoma,eyeballs that seem to protrude from the sockets (proptosis)
neuroblastoma,"dark circles, similar to bruises, around the eyes"
neuroblastoma,back pain
neuroblastoma,fever
neuroblastoma,unexplained weight loss
neuroblastoma,bone pain
broken arm,"severe pain, which might increase with movement"
broken arm,swelling
broken arm,bruising
broken arm,"deformity, such as a bent arm or wrist"
broken arm,inability to turn your arm from palm up to palm down or vice versa
cyclic vomiting syndrome,three or more recurrent episodes of vomiting that start around the same time and last for a similar length of time
cyclic vomiting syndrome,varying intervals of generally normal health without nausea between episodes
cyclic vomiting syndrome,intense nausea and sweating before an episode starts
cyclic vomiting syndrome,abdominal pain
cyclic vomiting syndrome,diarrhea
cyclic vomiting syndrome,dizziness
cyclic vomiting syndrome,sensitivity to light
cyclic vomiting syndrome,headache
cyclic vomiting syndrome,retching or gagging
dysarthria,slurred speech
dysarthria,slow speech
dysarthria,inability to speak louder than a whisper or speaking too loudly
dysarthria,rapid speech that is difficult to understand
dysarthria,"nasal, raspy or strained voice"
dysarthria,uneven or abnormal speech rhythm
dysarthria,uneven speech volume
dysarthria,monotone speech
dysarthria,difficulty moving your tongue or facial muscles
triple x syndrome,"delayed development of speech and language skills, as well as motor skills, such as sitting up and walking"
triple x syndrome,"learning disabilities, such as difficulty with reading (dyslexia), understanding or math"
triple x syndrome,"behavioral problems, such as attention-deficit/hyperactivity disorder (adhd) or symptoms of autism spectrum disorder"
triple x syndrome,"psychological problems, such as anxiety and depression"
triple x syndrome,"problems with fine and gross motor skills, memory, judgment and information processing"
triple x syndrome,vertical folds of skin that cover the inner corners of the eyes (epicanthal folds)
triple x syndrome,widely spaced eyes
triple x syndrome,abnormally curved pinky fingers
triple x syndrome,flat feet
triple x syndrome,abnormally shaped breastbone
triple x syndrome,weak muscle tone (hypotonia)
triple x syndrome,seizures
triple x syndrome,kidney abnormalities
triple x syndrome,premature ovarian failure or ovary abnormalities
triple x syndrome,developmental delays
sunburn,"changes in skin tone, such as pinkness or redness"
sunburn,skin that feels warm or hot to the touch
sunburn,pain and tenderness
sunburn,swelling
sunburn,"small fluid-filled blisters, which may break"
sunburn,"headache, fever, nausea and fatigue, if the sunburn is severe"
sunburn,eyes that feel painful or gritty
hypothermia,shivering
hypothermia,slurred speech or mumbling
hypothermia,"slow, shallow breathing"
hypothermia,weak pulse
hypothermia,clumsiness or lack of coordination
hypothermia,drowsiness or very low energy
hypothermia,confusion or memory loss
hypothermia,loss of consciousness
hypothermia,"bright red, cold skin (in infants)"
colon cancer,"a persistent change in your bowel habits, including diarrhea or constipation or a change in the consistency of your stool"
colon cancer,rectal bleeding or blood in your stool
colon cancer,"persistent abdominal discomfort, such as cramps, gas or pain"
colon cancer,a feeling that your bowel doesn't empty completely
colon cancer,weakness or fatigue
colon cancer,unexplained weight loss
ehlers-danlos syndrome,"overly flexible joints. because the connective tissue that holds joints together is looser, your joints can move far past the normal range of motion. joint pain and dislocations are common."
ehlers-danlos syndrome,"stretchy skin. weakened connective tissue allows your skin to stretch much more than usual. you may be able to pull a pinch of skin up away from your flesh, but it will snap right back into place when you let go. your skin might also feel exceptionally soft and velvety."
ehlers-danlos syndrome,"fragile skin. damaged skin often doesn't heal well. for example, the stitches used to close a wound often will tear out and leave a gaping scar. these scars may look thin and crinkly."
scoliosis,uneven shoulders
scoliosis,one shoulder blade that appears more prominent than the other
scoliosis,uneven waist
scoliosis,one hip higher than the other
aortic dissection,"sudden severe chest or upper back pain, often described as a tearing, ripping or shearing sensation, that radiates to the neck or down the back"
aortic dissection,sudden severe abdominal pain
aortic dissection,loss of consciousness
aortic dissection,shortness of breath
aortic dissection,"sudden difficulty speaking, loss of vision, weakness or paralysis of one side of your body, similar to those of a stroke"
aortic dissection,weak pulse in one arm or thigh compared with the other
aortic dissection,leg pain
aortic dissection,difficulty walking
aortic dissection,leg paralysis
graves' disease,anxiety and irritability
graves' disease,a fine tremor of the hands or fingers
graves' disease,"heat sensitivity and an increase in perspiration or warm, moist skin"
graves' disease,"weight loss, despite normal eating habits"
graves' disease,enlargement of the thyroid gland (goiter)
graves' disease,change in menstrual cycles
graves' disease,erectile dysfunction or reduced libido
graves' disease,frequent bowel movements
graves' disease,bulging eyes (graves' ophthalmopathy)
graves' disease,fatigue
graves' disease,"thick, red skin usually on the shins or tops of the feet (graves' dermopathy)"
graves' disease,rapid or irregular heartbeat (palpitations)
graves' disease,sleep disturbance
thoracic outlet syndrome,"neurogenic (neurological) thoracic outlet syndrome. this most common type of thoracic outlet syndrome is characterized by compression of the brachial plexus. the brachial plexus is a network of nerves that come from your spinal cord and control muscle movements and sensation in your shoulder, arm and hand."
thoracic outlet syndrome,vascular thoracic outlet syndrome. this type of thoracic outlet syndrome occurs when one or more of the veins (venous thoracic outlet syndrome) or arteries (arterial thoracic outlet syndrome) under the collarbone (clavicle) are compressed.
thoracic outlet syndrome,"nonspecific-type thoracic outlet syndrome. this type is also called disputed thoracic outlet syndrome. some doctors don't believe it exists, while others say it's a common disorder. people with nonspecific-type thoracic outlet syndrome have chronic pain in the area of the thoracic outlet that worsens with activity, but a specific cause of the pain can't be determined."
thoracic outlet syndrome,muscle wasting in the fleshy base of your thumb (gilliatt-sumner hand)
thoracic outlet syndrome,numbness or tingling in your arm or fingers
thoracic outlet syndrome,"pain or aches in your neck, shoulder or hand"
thoracic outlet syndrome,weakening grip
thoracic outlet syndrome,discoloration of your hand (bluish color)
thoracic outlet syndrome,"arm pain and swelling, possibly due to blood clots"
thoracic outlet syndrome,blood clot in veins or arteries in the upper area of your body
thoracic outlet syndrome,lack of color (pallor) in one or more of your fingers or your entire hand
thoracic outlet syndrome,weak or no pulse in the affected arm
thoracic outlet syndrome,"cold fingers, hands or arms"
thoracic outlet syndrome,arm fatigue with activity
thoracic outlet syndrome,numbness or tingling in your fingers
thoracic outlet syndrome,weakness of arm or neck
thoracic outlet syndrome,throbbing lump near your collarbone
broken hand,severe pain that might worsen when gripping or squeezing or moving your hand
broken hand,swelling
broken hand,tenderness
